,frase,sentimento
13250,"Poderiam ter agilizado no atendimento, ao invés de encaminhar para outros níveis, já que a resposta que tivemos do INC foi bem sucinta pelo tempo que levou para informarem, pois o usuário questionou a demora.",negativo
13251,"ainda não fui atendido e o prazo de 8 horas é muito longo para algo que sou descontado no pagamento, ou seja, eu pago pelas ligações não justificadas.",neutro
13252,O procedimento utilizado se refere a instalação da versão trial e não da versão definitiva cuja licença se encontra em servidores da TI. Isso gerou um pouco de dúvidas ao rapaz que executou o procedimento.,neutro
13253,NÃO APRESENTOU MAIS O PROBLEMA ATÉ O MOMENTO,neutro
13254,Houve demora na solução do problema,neutro
13255,É 10,neutro
13256,demora na entrega do micro,neutro
13257,Atencioso e dedicado na realização da tarefa.,positivo
13258,"O técnico apareceu, não sobe resolver o assunto em referência. Ficou de verifica e retornar . Estou no aguardo até agora.",negativo
13259,Não foi possivel a correção do problema devido a conecção por acesso remoto,neutro
13260,Mesa 881 não repassou o chamado para o sobreaviso. Labware ficou sabendo por acaso sobre o mesmo.,neutro
13261,  Obrigado  pela  atenção  e  parabéns   pelo  atendimento,positivo
13262,OK,neutro
13263,ÓTIMO ATENDIMENTO.RESOLVEU.OBRIGADA!,positivo
13264,obrigado.,positivo
13265,"Ótimo atendimento, agil e cortez.",positivo
13266,O atendimento foi eficiente mas demorou muito.,positivo
13267,"Ainda nao resoveram. Fiz um e-mail para Antonio Cesar Fernandes de Oliveira, conforme solicitação do TI",neutro
13268,Demorou um dia para fazer o acesso remoto e colocar o micro no domínio.,negativo
13269,O chamado não foi concluido. Peço retorno do apoio local para resolução do problema,negativo
13270,"RESOLVIDO POR RODOLFO - CHAVE Y22M, ",neutro
13271,"Houve muitas demonstrações de desorganização interna da TI no atendimento desta demanda.   Inicialmente entraram em contato comigo para dizer que não seria instalada a versão 6 do Petrosim pois a Petrobras só dispunha da versão 5.  Isto me obrigou a procurar o processo de homologação da versão 6, que já havia sido solicitado por uma colega (incidente INC000022703861) e ter de informar à TI algo que ela já deveria saber, ou seja, que a versão 6 já havia sido homologada.  Além disto, apesar de homologada, verifiquei que não havia procedimento de instalação escrito para esta versão.",negativo
13272,Excelente atendimento realizado pelo Tiago. ,positivo
13273,"sou fiscal de um contrato, e a chave de uma das colaboradoras foi bloqueada. Liguei para saber o motivo, pois a mesma estava cadastrada no SISPAT, e o cadastro simplesmente sumiu. O atendente me informou que a chave havia sido reativada na sexta-feira (01/05/15), um feriado. A colaboradora não trabalhou no feriado. Questionei o motivo do cancelamento da chave e como a chave havia sido reativada em um dia em que a colaboradoa não trabalhou e o motivo do cadastro no SISPAT ter sido apagado. O atendente me informou que não tinha como me passar as informações, mas que a chave voltaria a funcionar na quarta-feira (06/05/15). Não tive resposta a neum dos meus questionamentos e a colaboradora continua sem acesso à rede, pois a chave continua bloqueada. ",negativo
13274,"AGRADEÇO PELO SERVIÇO,FUI BEM ATENDIDO",positivo
13275,Excelente atendimento,positivo
13276,Excelente atendimento. ,positivo
13277,"Sistema disponibilizado pelo botão TIC é prático e eficiente. Análise e atendimento específicos demandados pela solicitação também foram efetuados de forma eficiente e precisa, seguindo a conformidade dos procedimentos da empresa",neutro
13278,RESOLVIDO POR RODOLFO CHAVE Y22M,positivo
13279,Foi divulgado via telefone o caminho para solicitar o acesso ao diretório desejado.,neutro
13280,Estou satisfeito com o atendimento.,positivo
13281,Excelente atendimento.,positivo
13282,Solicitação resolvida de imediato,positivo
13283,Excelente trabalho e atendimento desempenhado pelo profissional Vinicio do Apoio Local,positivo
13284,Chamado ficou mais de 1 dia com equipe de apoio avançado (atendimento remoto) sem alterações ou entrar em contato.,negativo
13285,Estou sem visualizar os e-mails enviados no dia 05/05 na parte da manhã.,negativo
13286,O 881 e a Petrocnet não cionseguiram me atender. Recebi mais de 10 ligações e foi tentando diversas ações em vão. A solução foi conseguida ligando para o SAC do fornecedor do Token.,negativo
13287,Perfeito atendimento. Obrigado!,positivo
13288,Obrigada.,positivo
13289,obrigada,positivo
13290,Excelente atendimento!,positivo
13291,"Formato de pesquisa, bom prático e simples.",neutro
13292,"Excelente atendimento, funcionario atencioso e educado",positivo
13293,Excelente atendimento. Apoiador: Deivid Furtado Rofrigues.,positivo
13294,Rapidez e agilidade no atendimento.,positivo
13295,Atendido prontamente,positivo
13296,Atendimento excelente,positivo
13297,"A solução dependia de atuação local, que foi efetivada com presteza.",neutro
13298,"Passei por dois atendentes, veio uma pessoa que me impediu de trabalhar por 30 minutos em minha posição e recebo um manual que não explica o problema que relatei.  Extremamente frustrado com o atendimento TIC.  Tudo que eu queria e que expliquei detalhadamente foi:DESCONFIGURAÇÃO PARA RECEBER MENSAGENS DIRETAMENTE NO CORREIO ELETRÔNICO (NOTES). O que fazem é me mandar um manual sobre correio de voz.",negativo
13299,Muito bom atendimento. Parabéns.,positivo
13300,EXCELENTE SERVIÇO ,positivo
13301,"Sim, foi resolvido na data de hoje 06.05.2015. Obrigada Ariadne Marques",positivo
13302,Serviço realizado dentro do prazo previamente combinado,positivo
13303,Excelente atendente.,positivo
13304,Excelente apoio do técnico Luiz Cláudio,positivo
13305,"Como sempre, atendimento rápido.",positivo
13306,Grato pela rapidez.!!!,positivo
13307,"Parabéns a equipe TIC, que realizou visita e solucionou o problema de forma ágil.",positivo
13308,Excelente atendimento!!,positivo
13309,Agradeço mais uma vez à toda a equipe. ,positivo
13310,Atendimento preciso e conclusivo na solução dos problemas apresentados,positivo
13311,MUITO OBRIGADA PELA GENTILEZA,positivo
13312,Excelente atendimento. Muito bom.,positivo
13313,Ótimo atendimento. ,positivo
13314,excelente apoio do técnico Luiz Cláudio,positivo
13315,"Ótimo atendimento,",positivo
13316,"Gostaria de deixar registrado que apesar do bom atendimento de sempre, agendamos um contato para o primeiro horário de hoje, às 8h da manhã e não fomos procurados. ",positivo
13317,Excelente.,positivo
13318,Excelente Alexandre. Muito obrigado.,positivo
13319,Foi resolvido em parte.,neutro
13320,Parabéns ao operador.,positivo
13321,devolução de scaner solicitada pela TIC,neutro
13322,100%,neutro
13323,"Agradeço a gentileza e simpatia da atendente Evelin, salvo o engano quanto ao nome. Muito profissional e ágil. Grata.",positivo
13324,Pronto atendimento e satisfatório.,positivo
13325,Atendimento executado com êxito. Obrigada!,positivo
13326,muito obrigada,positivo
13327,Um ótimo atendimento!,positivo
13328,Não obtive retorno nem para a urgência nem para o problema do teclado em questão,negativo
13329,Solicitei informações sobre configuração do reunir para um vídeo conferência externa e recebi a informação que não é possível pq o software foi descontinuado. Quer dizer não posso fazer a video.,negativo
13330,"Assim que o técnico foi embora o problema voltou a acontecer. Solicito, mais uma vez, apoio local.",negativo
13331,Obrigada pela atenção.,positivo
13332,"O atendimento da pessoa foi excelente, porem me informaram que não tinha um outro aparelho do mesmo modelos, me deram um aparelho sem identificador de chamadas, fui informado que o telefone seria descartado, porem tem apenas um simples defeito, a lingueta que faz o telefone sair do gancho esta emperrada e por isso sempre fica fora do gancho. poderia ser reparado.",negativo
13333,Processo lento,negativo
13334,Não por está aguardando aprovação do coordenador. Grato.,neutro
13335,"Abri o chamado há 44 horas (4horas para prazo se esgotar), e mesmo com prioridade maxima e mesmo falando que vou viajar na sexta e só volto no final do mês, não recebi nenhum contato até agora!!!",negativo
13336,Excelente o trabalho do técnico Amarildo ,positivo
13337,ok,neutro
13338,"Fui muito bem atendido pela Equipe do 881, parabéns a todos.",positivo
13339,muito bom,positivo
13340,"Muito bom, o problema foi revolvido, e fiquei satisfeito.  ",positivo
13341,Muito bom o atendimento.,positivo
13342,"O primeiro atendimento foi bastante demorado, inclusive o atendente não sabia direito sobre o que eu estava falando. Qndo o chamado foi direcionado à mesa especializada, aí o problema foi resolvido rapidamente.",negativo
13343,Atendimento perfeito.,positivo
13344,Ficamos 6 horas com uma equipe parada esperando os pontos de rede.,negativo
13345,"Fui atendida satisfatoriamente, agradeço pela atençao da atendente.",positivo
13346,EXCELENTE ATENDIMENTO.,positivo
13347,Chamado atendido prontamente.,positivo
13348,"COLEGA SUPER ATENCIOSO, MOSTROU TER GRANDES CONHECIMENTOS EM SUA ÁREA.",positivo
13349,A solicitação foi resolvida com o recebimento do arquivo em PDF do DO-RJ,neutro
13350,"Foram me passadas muitas informações, mas o principal que é o motivo para atraso e nova previsão de entrega não foi dado.",negativo
13351,"Problema não resolvido e alegação de problema no site, o que não ser verificou verdadeiro, uma vez que outros colegas de trabalho acessaram o site na mesma hora, sem nenhum problema.",negativo
13352,Excelente atendimento,positivo
13353,Ótimo atendimento!!,positivo
13354,"A princípio o funcionário petrobras do TECOM não configurou o polycom para chamadas nas salas virtuais, o GEPLAT da P-07 está ciente. ",neutro
13355,Foi. Muito rapido. A técnica dominava perfeitamente o conteúdo.,positivo
13356,Ainda não veio ninguém no andar me procurar...!!!,negativo
13357,O atendimento foi eficaz e eficiente.,positivo
13358,"Não foi resolvido porque demandaria um tempo que no momento eu não disponibilizava, ficando de entrar em contato com o 881 quando possível.",neutro
13359,EXCELENTE,positivo
13360,"Agradeço o pronto atendiemnto.Atenciosamente, Iolanda.",positivo
13361,"Havia tentado acesso ontem com outro atendente, sem sucesso, pois naquele atendimento foi alegado que fornecimento de chave modelo para perfil seria insuficiente. Atendimento hoje foi rápido e objetivo",neutro
13362,Obrigado.,positivo
13363,Atendimento rápido e eficiente.  ,positivo
13364,"Solicitada a troca do toner da impressora com prioridade. Vamos aguardar para ver o resultado deste pedido.    Muito grato à TIC pelos seus préstimos.    Atenciosamente,  Onofre Laerte Camargos",positivo
13365,Excelente atendente! Mostrou domínio sobre o assunto e atenção em solucionar o problema.,positivo
13366,"Não fui contactada a tempo, recorri a amigos p resolver o problema.",negativo
13367,Fui prontamente atendido e resolvido sem dificuldade.,positivo
13368,"Atendimento rápido, excelente e de qualidade",positivo
13369,Problema resolvido com rapidez e eficiência,positivo
13370,"Parabéns pelo Atendimento,",positivo
13371,"Apesar de ter aberto vários chamados sem sucesso, neste último o apoio local resolveu o problema de forma rápida e eficiente. ",positivo
13372,"Fiz o pedido como acompanhamento do atendente e mesmo assim o mesmo foi revogado, pois o caminho informado não estava de acordo com a regra de classificação de pastas.            ",negativo
13373,"Não sei o porquê de abrirem 3 registros para o mesmo problema. Os registors 22947515, 22942134 e 22955592 são referentres ao mesmo chamado.",neutro
13374,rapidamente,neutro
13375,Parabéns pelo Atendimento.,positivo
13376,Excelente atendimento e agilidade.,positivo
13377,Acabei de consultar o Botão TIC e ainda consta o aprovador o Wagner Angelo,negativo
13378,ok,neutro
13379,mantenha o nivel .,neutro
13380,"sim, foi realizado upgrade para office 2013",neutro
13381,Ótimo atendimento. ,positivo
13382,"Como sempre, excelente atendimento! Parabéns !!",positivo
13383,muito obrigado pela atenção.,positivo
13384,"Outro atendente já havia ""detectado"" que o problema era no ""hardware"" e que sequer valia a pena vir o apoio local. Perdi algum tempo e ""sofri"" um pouco com esse problema de configuração. Resolvi tentar novamente e o o Rhuan resolveu o problema. Parabéns!!!  ",neutro
13385,Atendimento eficiente e cordial. Obrigado!,positivo
13386,Excelente atendimento!,positivo
13387,Ótimo atendimento.,positivo
13388,Excelente atendimento.,positivo
13389,EXCELENTE ATENDIMENTO!,positivo
13390,O atendente Lucas mostrou-se muito habilitado e solícito ao atender a solicitação.,positivo
13391,"Minha solicitação não foi de instalação, mas para verificar se o micro era técnico para a instalação.",negativo
13392,O RAPAZ QUE ME ATENDEU ESTÁ DE PARABÉNS!,positivo
13393,"Tempo de registro da solicitação muito longo, foram 35 minutos p registrar solicitação de troca de aparelho, exclusão de grupo de captura e inclusão de nome no visor.",negativo
13394,Rápido e eficiente.,positivo
13395,Agradecida. Bom dia!,positivo
13396,O problema estava acima das atribuições do atendente.,neutro
13397,"Cordialidade, disponibilidade e apresentacao de alternativas. Atendimento perfeito",positivo
13398,"Módulo indicadores do SD2000 permanecerá fora do ar por manutenção, talvez",neutro
13399,Otimo atendimento.,positivo
13400,Não entendi e não solicitei o acesso citado. Talvez pelo fato de ser Supervisor tenham decidido que eu tivesse esse acesso. Mas reitero que não partiu de mim.,neutro
13401,"O atendente foi objetivo, cordial e claro na explanação do problema ocorrido.",positivo
13402,"Em parte, o virus continua",neutro
13403,Bom trabalho,neutro
13404,Demorou a ser atendido.,negativo
13405,"Toda equipe sempre de parabéns, pela presteza e eficiência.",positivo
13406,Atendimento excelente!,positivo
13407,Atendimento perfeito.,positivo
13408,Demorou a ser atendido.,negativo
13409,Excelente atendimento em todos os aspectos.,positivo
13410,Atendimento rápido. E sempre sou muito bem atendida pela analista Luciene Pipe.,positivo
13411,O tempo de atendimento superou a expectativa,positivo
13412,Excelente atendimento da Bianca; resolveu um problema que há muito tempo vinha ocorrendo.,positivo
13413,"Até ser atendido, o NAS voltou ao ar e eu mesmo já havia resolvido o problema de outra forma.",negativo
13414,Ótimo atendimento.,positivo
13415,o Operador(a) demonstrou desenvoltura e habilidade para resolver o problema. Atendimento rapido e eficaz! Parabéns!,positivo
13416,Demorou a ser atendido.,negativo
13417,A Atendente demonstrou pró-atividade e cordialidade no atendimento. Parabéns.,positivo
13418,"Rápido e eficiente, parabéns...",positivo
13419,Excelente atendimento ... muito objetivo !!!,positivo
13420,Obrigado,positivo
13421,Demorou a ser atendido.,negativo
13422,obrigado  ! ,positivo
13423,obrigado ! ,positivo
13424,Ótimo atendimento,positivo
13425,Demorou a ser atendido.,negativo
13426,obrigado ,positivo
13427,obrigado  ! ,positivo
13428,O atendimento do tecnico Felipe atendeu as minhas necessidades e estou satisfeito,positivo
13429,obrigado ! ,positivo
13430,Perfeito,neutro
13431,obrigado ,positivo
13432,obrigado  ! ,positivo
13433,obrigado  ,positivo
13434,"Há bastante demora em completar a ligação no LIG 881. Porém, assim que o atendente entrou em linha, os procedimentos executados por ele foram rápidos e bastante eficazes.",neutro
13435,Muito bom atendimento na abertura do chamado e na finalização do mesmo.,neutro
13436,Excelente atendimento com muita rapidez.,positivo
13437,obrigado ! ,positivo
13438,obrigado ! ,positivo
13439,Operação solucionada á contento,neutro
13440,Atendente bem disposto.,positivo
13441,"ATENDIMENTO EXCELENTE COM PRESTEZA, EFICIÊNCIA E EDUCAÇÃO. DEZ.",positivo
13442,obrigado ! ,positivo
13443,obrigado ! ,positivo
13444,Atendimento excelente. ,positivo
13445,Resolvido á contento,positivo
13446,ATENDIMENTO EXCELENTE. O MESMO QUE DA PESQUISA ANTERIOR,positivo
13447,Foi sugerido que eu enctrasse em contato com a AGILIDADE da minha área.,neutro
13448,Estava fora da alçada do tecnico,neutro
13449,Agradecida. Bom dia!,positivo
13450,obrigado  ! ,positivo
13451,Excelente atendimento,positivo
13452,BOM,positivo
13453,obrigado ! ,positivo
13454,Atendimento perfeito. Rápido e cordial.,positivo
13455,bem eficiente,positivo
13456,Atendimento imediato e eficiente.,positivo
13457,Excelente atendimento.,positivo
13458,Excelente serviço. O atendente André chegou antes do tempo previsto e em 15 min. foi identificado o ponto de poblema na rede e normalizado o acesso à mesma. ,positivo
13459,Atendimento imediato e eficiente.  ,positivo
13460,FOI ALGUNS PROCEDIMENTOS COMO EXCLUSÃO DE ARQUIVOS TEMPORÁRIOS. O ATENDENTE SOLICITOU OBSERVAR SE PROBLEMA DE LENTIDÃO PERSISTE. COMOP RESULTADO HOUVE MELHORIA COM O PROCEDIMENTO DO MESMO.,neutro
13461,Excelente atendimento! No prazo e eficaz. Obrigada!,positivo
13462,"Atendente Sheila uma super profissional, excelente atendimento",positivo
13463,AGRADEÇO A KATHERINE A GENTILEZA E EFICIENCIA NO ATENDIMENTO,positivo
13464,Excelente o Pronto Atendimento.,positivo
13465,Muito obrigada pela atenção e pronto atendimento,positivo
13466,"O atendente foi perfeito, sempre solicito nos chamados",positivo
13467,Atendimento rápido e eficaz.,positivo
13468,O trabalho foi executado com sucesso.,positivo
13469,Excelente atendimento!!!,positivo
13470,Bastante proativa.,positivo
13471,Ok,neutro
13472,Excelente,positivo
13473,O SOFTWARE NÃO FOI INSTALADO!!!!,negativo
13474,MUITO EDUCADO E PRESTATIVO MUITO OBRIGADO,positivo
13475,"A informação do ACRWEB é a seguinte:  ""Acesso negado  Entre em contato com a chave CIDS / ramal 814-8484.""    Após enviar correio para a chave CIDS obtive a seguinte resposta:  ""O acesso ao ACR Web é concedido pelo próprio Administrador da Unidade, a solicitação deverá ser realizada diretamente para o Administrador através de nota.  Lista de Administradores da UO-BC:  CRISTOVAO JOSE CORTEZ - PM1A  SABRINA RANGEL TEIXEIRA - FRHJ""  ",negativo
13476,Agradeço a equipe pelo pronto atendimento.,positivo
13477,muito bom o atendimento e a eficiência da atendente,positivo
13478,"Não conseguiu resolver meu problema, ocupou meu computador por 25 minutos, solicitou ajuda aos outros atendentes pelo menos 5 vezes, pois não sabia como resolver o problema.  Nem ao menos conseguiu removerum icone da barra lateral do Notes.",negativo
13479,Agradeço à TIC pelo excelente trabalho prestado pelo seu técnico. Muito grato por tudo. Parece que a questão foi resolvida plenamente.,positivo
13480,O ATENDIMENTO FOI RAPIDO E EFICIENTE,positivo
13481,Rápido e eficiente. Muito bom,positivo
13482,li o manual e procedi todas as instruções sem sucesso. Também nunca consegui ouvir as msg diretamente do notes. Não há suporte p/o tipo de arquivo .wav,negativo
13483,Atendente demonstrou impaciência ao não conseguir solucionar a dúvida gerada.,negativo
13484,rápido e eficiente. bom trabalho,positivo
13485,- x -,neutro
13486,Funcionário detalhou perfeitamente por correio a informação de que eu precisava. ,neutro
13487,"Prezado John, muito obrigado pelo apoio.",positivo
13488,com presteza,positivo
13489,Obrigado,positivo
13490,O atendente foi solícito.,positivo
13491,Bastante agil!!,positivo
13492,Demorou um pouco por problemas de acesso ao servidor,neutro
13493,Excelente atendimento!,positivo
13494,O atendente foi eficiente e paciente para resolver o problema.,positivo
13495,SATISFEITA.MUITO RÁPIDO E EFICIENTE ESTE CONSERTO.OBRIGADA!,positivo
13496,"O atendente concruíu a manutenção solicitada, com eficiência.",positivo
13497,O atendente foi eficiente em suas atribuições.,positivo
13498,"Prestativo, conduziu a orientação do primeiro acesso de forma a resolver rapidamente a minha necessidade.",positivo
13499,Parabéns a equipe por serem sempre atenciosos e educados! ,positivo
13500,Solução rápida.,positivo
13501,superou as espectativas,positivo
13502,OTIMO!!!,positivo
13503,Fiquei surpresa com o pronto atendimento da equipe (Sérgio). Muito bom mesmo.,positivo
13504,Excelente atendimento e agilidade,positivo
13505,"Natasha (Y8ZM) foi muito prestativa, executou um excelente trabalho. Está de parabéns!!!",positivo
13506,Agradecer o pronto atendimento e a proatividade da equipe. Obrigado.,positivo
13507,EXCELENTE ATENDIMENTO.,positivo
13508,Atendente muito atencioso.,positivo
13509,"Atendimento rapido e eficiente, apos o aendimento. Perfeito",positivo
13510,Não foi possível solucionar a queatão,negativo
13511,O computador que estava utilizando não tem perfil para adicionar o programa dwg,neutro
13512,Agradecer e parabenizar pela excelência no atendimento.,positivo
13513,"Transmitam-se ao técnico os meus parabéns pela presteza, conhecimento técnico e a simpatia observados no bom atendimento realizado.",positivo
13514,"Colaborador Daniel, super prestativo",positivo
13515,"Superou minhas expectativas. Muito satisfeito, fui atendido há contento.",positivo
13516,Atendimento execelente da atendente. O problema não foi resolvido mas houve orientação para uma possível solução.,positivo
13517,Não foi feito o mapeamento pois as funcionárias não estão lotadas na minha gerência.,negativo
13518,"Ótimo atendimento do técnico responsável pela msg contida no 881 referente a data 05/05/2015 15:55:03.  Atendimento muito proativo.    Atenciosamente,    Márcia Teixeira",positivo
13519,A solicitação de troca do aparelho celular foi feita por despacho do Gerente executivo a 23/09/2014. Somente hoje 04/05/2015 o aparelho foi trocado. São mais de sete meses para troca de um aparelho celular! Considero o péssimo o atendimento a essa demanda!,negativo
13520,Impressora não foi trocada conforme solicitado no DIP.,negativo
13521,Obrigada pelo atendimento.,positivo
13522,Tempo de atendimento demorado,negativo
13523,Ótimo atendimento.,positivo
13524,"Não fui cadastrado ainda, ou pelo menos não recebi nenhuma informação a respeito.",neutro
13525,"Gostaria de parabenizar o Leandro Vasconcelos pelo comprometimento no atendimento a esse chamado. Acompanhou cada passo e sempre dando um feed-back do andamento do processo.    Parabéns a toda a equipe que, tenho certeza, tem muitos outros membros com este perfil (acompanhar ""de perto"" o processo)    Estou muito satisfeito com o atendimento.",positivo
13526,Ótimo atendimento.,positivo
13527,"Prezados,  Esta avaliação tem o intuito de ajudar a melhorar os processos e tempos de atendimento 881 que neste caso foi muito abaixo do esperado.    Este chamado foi aberto como crítico dia 20/04 por ser um sistema que ficou estava fora do ar em produção e apenas depois de escalar internamente foi resolvido no dia 28/04. Mais de uma semana.    Além disso, o sistema SIIAAR saiu do ar por um procedimento no servidor de produção que deve ser averiguado com a equipe responsável  na CPIE e esclarecido, para que não ocorra novamente.     Por fim, ao abrir este chamado, informei ao Responsável Técnico que desde o dia 01/04, o cliente abriu chamados citando o nome do sistema e por motivo também desconhecido estes foram sendo fechados pelo atendimento 881 sem sequer chegar ao centro de provimento de software (CPSW).     Seria muito bom uma avaliação de todos estes fatos e um reporte das causas e ações para evitar este tempo tão longo de indisponibilidade do sistema do cliente.    Atenciosamente.  Marcos Costa - Y3K4.  TIC-CORP/TIC-JCAA",negativo
13528,"Excelente atendimento, técnico ágil, cortês e com bom conhecimento técnico.",positivo
13529,"Não teve como recuperar o arquivo, não tinha backup.",neutro
13530,Gostaria de elogiar o tecnico Eric pelo exelente atendimento,positivo
13531,"Excelente atendimento e com muita qualidade e presteza, parabéns a profissional Cristina Ricardo, nota 11.",positivo
13532,agradeço a agilidade e presteza com a qual fui atendido. Grato.,positivo
13533,Atendimento preciso e eficiente.,positivo
13534,Abri esse chamado tem + de 10 dias. Não tive nenhum retorno. Meu chamado só foi atendido quando abri outro reportando todo o acontecimento. Atendimento nota 10 (dez) para o técnico que veio a minha baia. Atendimento nota 0 (zero) para o tempo e o não retorno ao cliente.,negativo
13535,"Atendimento muito bom, a técnica acompanhou todo o processo sempre ouvindo as sugestões e dúvidas, clareza nas respostas.",positivo
13536,O chamado foi feito na segunda e a solução apenas na quinta feira. ,negativo
13537,Precisei ligar duas vezes pedindo urgência. Achei o primeiro retorno demorado.,negativo
13538,O atendimento demorou muito.,negativo
13539,"O funcionário que atendeu hoje, Rodrigo, foi bem rápido, O prazo de atendimento, desde a solicitação, que demorou um pouco",neutro
13540,"Excelente atedimento do apoio local TIC-BA, técnicos Matheus, Adriano e Janaina. Além de resolver o problema do acesso remoto, o computador ficou mais rápido.",positivo
13541,Muito bom.,positivo
13542,"Apesar do retorno, a demanda não foi atendida, devendo ser repassada para a gerência local a fim de tratar por outros canais, importante que a equipe TIC também procure por seus meios sanar a demanda.",neutro
13543,Não obtive retorno sobre previsão de chegada e nem sei se realmente está sendo comprado o aparelho.,negativo
13544,"Não concordei com essas informações e pedi para reabrir a demanda conforme novo registro INC000022915425, que também foi fechado sem resposta ou satisfação. Continuo aguardando uma posição sobre a tarifação das contas solicitadas.",negativo
13545,"Atendimento rápido e satisfatório, problema sanado.",positivo
13546,"Informei que o funcionário é de uma Gerência e quem está pagando a conta do ramal é outra gerência, e no correio de encerramento do chamado foi colocado como se o funcionário e a gerência pagadora do ramal fossem o mesmo.",negativo
13547,"Não compreendo porque os videos não são disponibilizados, uma vez que recebemos e-mails de divulgação de videos e estes não estão acessíveis.",neutro
13548,"A resolução do problema era muito simples. No entanto, precisei falar com várias  pessoas, que não souberam resolver o problema.",negativo
13549,estou muito satisfeito com o bom atendimento .,positivo
13550,Tratamento eficaz.,positivo
13551,"O problema é que o técnico vem, faz a manutenção, e, não comunica a ninguém da área que o equipamento foi reparado. E fica desligado...sem saber se está pronto para uso, ou nâo...",negativo
13552,EXCELENTE ATENDIMENTO DO TIC,positivo
13553,A emissão do relatório demorou e faltou informações no relatório,negativo
13554,"Ineficiência na solução do problema, o mesmo persiste",negativo
13555,"Foi-me enviado uma mensagem confusa que ao mesmo tempo que diz que o problema já foi resolvido, diz que ainda está sendo tratado, e que o chamado seria encerrado, simplesmente. Temos vários processos que estão fazendo a retenção incorreta por conta dos valores incorretos que são passados para MIRO e estornar e refazer (como foi citado na mensagem) além de inviável, é inútil, pois o problema persiste.",negativo
13556,"Muito bem atendido, com rapidez, eficiência e cordialidade. Obrigado.",positivo
13557,"Gostaria de parabenizar também o atendente, atencioso, preciso e objetivo.",positivo
13558,Excelente trabalho da equipe neste atendimento.,positivo
13559,Parabens!!!,positivo
13560,Técnico excelente!!!! A TIC está de parabéns!!!,positivo
13561,Não foi dado um feedback explicito ao cliente com um report do que foi resolvido no problema em questão.,negativo
13562,Bom trabalho,positivo
13563,Serviço em andamento.,neutro
13564,Obrigado pelo apoio e Parabéns pelo seus trabalhos ,positivo
13565,"O usuário quando abre um chamado deste tipo não sabe se no local pretendido tem tecnologia que atenda ou não. A TIC é que tem que repassar para a área responsável e transferir o serviço, e não ligar para o usuário e dizer para abrir outro chamado. Melhor repensar este tipo de atendimento.",negativo
13566,Atendimento rápido e eficiente.,positivo
13567,Parabéns! continuem assim,positivo
13568,EXCELENTE ATENDIMENTO DO TIC,positivo
13569,Agradecemos pelo Excelente Nível de Atendimento.,positivo
13570,Muito obrigada a Adriana e Eraldo por toda a disponibilidade e parabéns pela competência!,positivo
13571,apesar de ter sido resolvido deixo um comentario. Em determinado momento me enviaram email perguntando pelo caminho de rede para o drive W. Pergunta totalmente infundada como reconhecido após a minha resposta. É necessario mais atencao a solicitacao.,neutro
13572,SOLUCIONADO COM MUITA EFICIÊNCIA.,positivo
13573,Devido a um impedimento de procedimento a solicitação não pode ser resolvida.,neutro
13574,"A atendente Bruna foi muito educada, polida no modo de falar. Está de parabéns!",positivo
13575,"Fiz um chamado urgente, depois de dois dias fui contactado e o problema não foi resolvido",negativo
13576,Como sempre muito bom atendimento!,positivo
13577,OTIMO SERVIÇO,positivo
13578,Muito eficiente e atencioso,positivo
13579,"bom atendimento, rápida identificação do problema / diagnostico e resolução",positivo
13580,Na realidade o que reclamei foi lentidão no sincronismo do troca senha.,neutro
13581,"Atendimento rápido e eficaz, além da gentileza do colaborador",positivo
13582,Eficiente e eficaz. Foi muito rápido.,positivo
13583,Obrigado pelo pronto atendimento.,positivo
13584,"Houve uma demora enorme do atendimento, abri o chamado antes das nove horas da manha. tive que repassar as minhas solicitações para o gerente e so fui atendida às 18 horas, vejo que o tempo de espera e um possível retorno ficou faltando lugei inuméras vezes e não tive uma resposta. o telefone que precisava de reparo era o meu juntamente com o do Gerente. O atendimento do funcionario foi muito bom. Mas o tempo de espera foi superior ha duas horas.",negativo
13585,O atendente teve comunicação clara e objetiva.,neutro
13586,Bom trabalho,neutro
13587,"Em relação ao tempo de resposta, a nota é a melhor, porém, o problema não foi resolvido. O monitor continua se desligando e religando continuamente, atrapalhando, assim, o andamento das atividades.",neutro
13588,Ótimo atendimento.,positivo
13589,NÃO TEM MOUSE NO MOMENTO SEGUNDO INFORMAÇÃO,negativo
13590,ainda esta no prazo,neutro
13591,Demorou muito tempo para resolver o problema. ~24 hs,negativo
13592,ótimo atendimento !,positivo
13593,"Fiz o que o técnico orientou, mas não resolveu. Refiz a programação novamente da reunião.",negativo
13594,"O pedido foi atendido através de outro chamado (INC00022933395), mas mesmo assim atenciosamente a TIC me procurou para tentar resolver esse chamado.",neutro
13595, A impressora continua aguardando peça para reparo e ainda não foi trouceram outra para nos atender ,negativo
13596,"O atendente explicou por telefone o procedimento que pode ser adotado, mas ficou de fechar a nota com essas orientações e ainda não recebi. Gostaria que fosse enviado por correio. Grato",neutro
13597,O atendimento foi excelente. O Técnico Alexandre foi muito atencioso.,positivo
13598,Muinto bom atendimento.,positivo
13599,Resolvido rápido.,positivo
13600,Ótimo atendimento!,positivo
